Date,Open,High,Low,Close,Adj Close,Volume
25/01/2007,16.532787087181976,16.532787087181976,16.4816951751709,16.4816951751709,16.4816951751709,8400
26/01/2007,16.052064461909872,16.351647462910137,16.021872814393298,16.312166213989258,16.312166213989258,72800
29/01/2007,16.351645785057844,16.66748334134449,16.351645785057844,16.56065559387207,16.56065559387207,153600
30/01/2007,16.65122600783158,16.76502227783203,16.50724163880164,16.76502227783203,16.76502227783203,139600
31/01/2007,16.583878636240343,16.99261037976361,16.56529943740476,16.82308006286621,16.82308006286621,129600
01/02/2007,17.04602709504491,17.201623916625977,16.955455705061294,17.201623916625977,17.201623916625977,137200
02/02/2007,17.17375047674808,17.278257125141,17.138916699093418,17.22716522216797,17.22716522216797,67200
05/02/2007,17.155176740983695,17.266648397064426,17.055315756014274,17.09479522705078,17.09479522705078,129600
06/02/2007,17.2503878082891,17.266644161305038,17.015830338936635,17.255033493041992,17.255033493041992,91600
07/02/2007,17.313098061705166,17.536043167114258,17.236460183399174,17.536043167114258,17.536043167114258,120000
08/02/2007,17.454759169439324,17.57319757897663,17.454759169439324,17.53371810913086,17.53371810913086,16800
09/02/2007,17.556941311666737,17.556941311666737,16.964743945541443,17.17375373840332,17.17375373840332,30800
12/02/2007,17.178402754276583,17.178402754276583,16.93687842959204,16.98797035217285,16.98797035217285,51200
13/02/2007,17.238783483162024,17.361867597259472,17.16446844605732,17.35954475402832,17.35954475402832,94000
14/02/2007,17.389735668973543,17.589457675353383,17.357222949033602,17.401348114013672,17.401348114013672,95200
15/02/2007,17.37115762436051,17.57552353845747,17.310776101541524,17.477985382080078,17.477985382080078,65600
16/02/2007,17.438507007867663,17.591782797563035,17.26433094056506,17.552303314208984,17.552303314208984,146400
20/02/2007,17.461731834078453,17.981937190322892,17.322389563321583,17.930845260620117,17.930845260620117,120000
21/02/2007,17.765956047234223,17.972644805908203,17.717186968741405,17.972644805908203,17.972644805908203,447200
22/02/2007,18.021412433416508,18.086437866171444,17.754342173050027,18.074827194213867,18.074827194213867,172000
23/02/2007,17.940128610248546,18.014443635237374,17.7845318035235,17.958707809448242,17.958707809448242,108400
26/02/2007,18.023732320477244,18.051601117862976,17.559262994907538,17.819366455078125,17.819366455078125,291600
27/02/2007,16.985649942595213,17.28058907545874,16.275012154938548,16.2843017578125,16.2843017578125,608800
28/02/2007,16.293585023524308,16.66980404863596,16.061350357431724,16.493305206298828,16.493305206298828,359200
01/03/2007,15.917367626869323,16.549046337069875,15.65494303597715,16.37487030029297,16.37487030029297,173200
02/03/2007,16.135669334341227,16.28429941532289,15.692100162922898,15.7222900390625,15.7222900390625,275600
05/03/2007,15.436643537600355,15.819831215104958,15.04184341430664,15.04184341430664,15.04184341430664,450400
06/03/2007,15.497025871838597,16.00097486141247,15.443611098967327,15.88718032836914,15.88718032836914,471200
07/03/2007,15.861629359196375,15.968457099422766,15.643328192928097,15.647972106933594,15.647972106933594,544400
08/03/2007,16.019552879193,16.191406087836754,15.85931034427047,15.926658630371094,15.926658630371094,520000
09/03/2007,16.200695629453364,16.209985231481937,15.908079366889789,16.14031410217285,16.14031410217285,586000
12/03/2007,16.140310142206594,16.30519655118604,16.005613603555222,16.23784828186035,16.23784828186035,346000
13/03/2007,16.038126327217828,16.091541082859187,15.362324334250982,15.408770561218262,15.408770561218262,397200
14/03/2007,15.520237488256926,15.761761665344238,15.076668587655714,15.761761665344238,15.761761665344238,398400
15/03/2007,15.787314714755304,16.02651615755598,15.787314714755304,16.01258087158203,16.01258087158203,204800
16/03/2007,15.980065900544089,16.06599335997654,15.706028939224417,15.803568840026855,15.803568840026855,230400
19/03/2007,16.07761150324301,16.235531194107907,16.005617530474172,16.14031410217285,16.14031410217285,218400
20/03/2007,16.140312057897074,16.41899299621582,16.061353108370497,16.41899299621582,16.41899299621582,178800
21/03/2007,16.46079545266226,17.07621778275599,16.3911261034014,16.994935989379883,16.994935989379883,549200
22/03/2007,17.092478256309132,17.092478256309132,16.878822698910295,17.013519287109375,17.013519287109375,221200
23/03/2007,17.02744779077958,17.09943997935288,16.971711960007028,17.069250106811523,17.069250106811523,234800
26/03/2007,17.039065977023274,17.134281312858484,16.739482906459536,17.05299949645996,17.05299949645996,237200
27/03/2007,16.848626065738465,16.850947136742004,16.667481534296538,16.79056739807129,16.79056739807129,210400
28/03/2007,16.61406815032427,16.734829396554144,16.342354017449654,16.63961410522461,16.63961410522461,406000
29/03/2007,16.846305257874125,16.846305257874125,16.319131499562662,16.62800407409668,16.62800407409668,395600
30/03/2007,16.718573017501683,16.895071858800037,16.409702259991914,16.65587043762207,16.65587043762207,600400
