Date,Open,High,Low,Close,Adj Close,Volume
17/03/1980,0.18149980902671814,0.18440362730735838,0.18149980902671814,0.18149980902671814,0.18149980902671814,10924800
18/03/1980,0.1814996867216614,0.18295159488360124,0.18004779517650604,0.18004779517650604,0.18004779517650604,17068800
19/03/1980,0.18440356850624084,0.18730793421501823,0.18440356850624084,0.18440356850624084,0.18440356850624084,18508800
20/03/1980,0.18440356807216374,0.1865814144662676,0.18367761373519897,0.18367761373519897,0.18367761373519897,11174400
21/03/1980,0.18004777593115448,0.18004777593115448,0.177143394947052,0.177143394947052,0.177143394947052,12172800
24/03/1980,0.17641751251569712,0.17641751251569712,0.17351369559764862,0.17351369559764862,0.17351369559764862,8966400
25/03/1980,0.17423970997333527,0.17714351127696515,0.17423970997333527,0.17423970997333527,0.17423970997333527,11347200
26/03/1980,0.17423957414921395,0.17569148197762713,0.17278766632080078,0.17278766632080078,0.17278766632080078,16262400
27/03/1980,0.1698839313219163,0.1698839313219163,0.1669795662164688,0.1669795662164688,0.1669795662164688,26918400
28/03/1980,0.17351369559764862,0.17641751251569712,0.17351369559764862,0.17351369559764862,0.17351369559764862,20102400
31/03/1980,0.17932190001010895,0.18222570067122137,0.17932190001010895,0.17932190001010895,0.17932190001010895,9004800
01/04/1980,0.18004779517650604,0.18295159488360124,0.18004779517650604,0.18004779517650604,0.18004779517650604,8179200
02/04/1980,0.18149980902671814,0.18440362730735838,0.18149980902671814,0.18149980902671814,0.18149980902671814,12556800
03/04/1980,0.18077375953137925,0.18077375953137925,0.17786939442157745,0.17786939442157745,0.17786939442157745,6988800
07/04/1980,0.17641751251569712,0.17641751251569712,0.17351369559764862,0.17351369559764862,0.17351369559764862,13478400
08/04/1980,0.17423970997333527,0.17714351127696515,0.17423970997333527,0.17423970997333527,0.17423970997333527,29184000
09/04/1980,0.17351369164983513,0.17351369164983513,0.17060989141464233,0.17060989141464233,0.17060989141464233,11558400
10/04/1980,0.17060984595969875,0.17278769140166125,0.16988389194011688,0.16988389194011688,0.16988389194011688,14784000
11/04/1980,0.16988389194011688,0.17278769140166125,0.16988389194011688,0.16988389194011688,0.16988389194011688,9523200
14/04/1980,0.1713358461856842,0.1742396464303348,0.1713358461856842,0.1713358461856842,0.1713358461856842,8025600
15/04/1980,0.17133585830048248,0.17206179595038398,0.16915743052959442,0.16915743052959442,0.16915743052959442,10598400
16/04/1980,0.16552763736572237,0.16552763736572237,0.1626238375902176,0.1626238375902176,0.1626238375902176,10752000
17/04/1980,0.16262378803641045,0.16262378803641045,0.15971940755844116,0.15971940755844116,0.15971940755844116,17702400
18/04/1980,0.1618979424238205,0.16480174325632357,0.1618979424238205,0.1618979424238205,0.1618979424238205,18739200
21/04/1980,0.16189797038633935,0.16334986274496183,0.16044549643993378,0.16044549643993378,0.16044549643993378,9043200
22/04/1980,0.16770559549331665,0.17060996189917335,0.16770559549331665,0.16770559549331665,0.16770559549331665,20428800
23/04/1980,0.17786939442157745,0.18077375953137925,0.17786939442157745,0.17786939442157745,0.17786939442157745,14822400
24/04/1980,0.17859593033790586,0.1814997307493975,0.17859593033790586,0.17859593033790588,0.17859593033790588,8832000
25/04/1980,0.1785959100621864,0.1785959100621864,0.17569154500961304,0.17569154500961304,0.17569154500961304,7104000
28/04/1980,0.175691618933547,0.17714351127696515,0.17423970997333527,0.17423970997333527,0.17423970997333527,6931200
29/04/1980,0.17569154500961304,0.1785959100621864,0.17569154500961304,0.17569154500961304,0.17569154500961304,6297600
30/04/1980,0.17786939442157745,0.18077375953137925,0.17786939442157745,0.17786939442157745,0.17786939442157745,7065600
01/05/1980,0.17859593033790586,0.1814997307493975,0.17859593033790586,0.17859593033790588,0.17859593033790588,7008000
02/05/1980,0.18149980902671814,0.18440362730735838,0.18149980902671814,0.18149980902671814,0.18149980902671814,5510400
05/05/1980,0.18367761373519897,0.1865814144662676,0.18367761373519897,0.18367761373519897,0.18367761373519897,3513600
06/05/1980,0.1836775833788211,0.18585542941299255,0.18295162916183472,0.18295162916183472,0.18295162916183472,6988800
07/05/1980,0.18295162916183472,0.18585542941299255,0.18295162916183472,0.18295162916183472,0.18295162916183472,6393600
08/05/1980,0.18295162747964333,0.18367758168995474,0.1807737648487091,0.1807737648487091,0.1807737648487091,7468800
09/05/1980,0.18295162916183472,0.18585542941299255,0.18295162916183472,0.18295162916183472,0.18295162916183472,16684800
12/05/1980,0.18295158372399772,0.1851294458340632,0.18222562968730924,0.18222562968730927,0.18222562968730927,8582400
13/05/1980,0.1858554482460022,0.18875983037903166,0.1858554482460022,0.1858554482460022,0.1858554482460022,7372800
14/05/1980,0.18875986337661743,0.19166366442964247,0.18875986337661743,0.18875986337661743,0.18875986337661743,4742400
15/05/1980,0.19021174311637878,0.19311556059569848,0.19021174311637878,0.19021174311637878,0.19021174311637878,8102400
16/05/1980,0.19238948822021484,0.19529328730164452,0.19238948822021484,0.19238948822021484,0.19238948822021484,4838400
19/05/1980,0.1931155472993851,0.19601991293284107,0.1931155472993851,0.19311554729938507,0.19311554729938507,8640000
20/05/1980,0.1931155459303607,0.1938415002450611,0.19093768298625946,0.19093768298625946,0.19093768298625946,21811200
21/05/1980,0.1894857836738795,0.1894857836738795,0.18658141791820526,0.18658141791820526,0.18658141791820526,10540800
22/05/1980,0.18658141490547128,0.18730793421501823,0.18440356850624084,0.18440356850624084,0.18440356850624084,5318400
23/05/1980,0.19093768298625946,0.1938415002450611,0.19093768298625946,0.19093768298625946,0.19093768298625946,29779200
27/05/1980,0.1909376974862087,0.19311556059569848,0.19021174311637878,0.19021174311637878,0.19021174311637878,8332800
28/05/1980,0.19456741213798523,0.19747179398244072,0.19456741213798523,0.19456741213798523,0.19456741213798523,6700800
29/05/1980,0.19456741213798523,0.19747179398244072,0.19456741213798523,0.19456741213798523,0.19456741213798523,7660800
30/05/1980,0.1974717527627945,0.2003755524135524,0.1974717527627945,0.1974717527627945,0.1974717527627945,5721600
02/06/1980,0.19819785654544833,0.201101675249947,0.19819785654544833,0.1981978565454483,0.1981978565454483,6355200
03/06/1980,0.19601991293284107,0.19601991293284107,0.1931155472993851,0.19311554729938507,0.19311554729938507,15244800
04/06/1980,0.19601991772651672,0.19892371846012658,0.19601991772651672,0.19601991772651672,0.19601991772651672,7680000
05/06/1980,0.19601991772651672,0.19892371846012658,0.19601991772651672,0.19601991772651672,0.19601991772651672,6470400
06/06/1980,0.19601988554560285,0.19747179398244072,0.19456741213798523,0.19456741213798523,0.19456741213798523,28723200
09/06/1980,0.19456743932228876,0.19601991293284107,0.1931155472993851,0.19311554729938507,0.19311554729938507,7545600
10/06/1980,0.19529347121715546,0.19819783800429217,0.19529347121715546,0.19529347121715546,0.19529347121715546,17280000
11/06/1980,0.1974717527627945,0.2003755524135524,0.1974717527627945,0.1974717527627945,0.1974717527627945,3206400
12/06/1980,0.19747179398244072,0.19747179398244072,0.19456741213798523,0.19456741213798523,0.19456741213798523,10809600
13/06/1980,0.19456741213798523,0.19747179398244072,0.19456741213798523,0.19456741213798523,0.19456741213798523,3590400
16/06/1980,0.19456741213798523,0.19747179398244072,0.19456741213798523,0.19456741213798523,0.19456741213798523,7987200
17/06/1980,0.19456742481820735,0.19674585258621502,0.19384148716926572,0.19384148716926575,0.19384148716926575,12864000
18/06/1980,0.19384139606932013,0.19529328730164452,0.19238948822021484,0.19238948822021484,0.19238948822021484,8064000
19/06/1980,0.19166366442964247,0.19166366442964247,0.18875986337661743,0.18875986337661743,0.18875986337661743,13689600
20/06/1980,0.18948577344417572,0.19238959068899078,0.18948577344417572,0.18948577344417572,0.18948577344417572,7027200
23/06/1980,0.18948577344417572,0.19238959068899078,0.18948577344417572,0.18948577344417572,0.18948577344417572,9888000
